ceeb,campus,year,applicants,admits,denied,app_gpa,adm_gpa,den_gpa
989915,Los Angeles,2006,8.0,4.0,4.0,3.81,,
050050,San Diego,2021,130.0,36.0,94.0,3.85,4.16,3.731276595744681
051140,Los Angeles,2018,63.0,5.0,58.0,3.71,4.14,3.6729310344827586
051242,Berkeley,2016,14.0,3.0,11.0,3.91,,
004517,Merced,2024,6.0,3.0,3.0,,,
051130,Davis,2012,17.0,8.0,9.0,3.89,4.1,3.703333333333333
052061,Davis,1996,7.0,7.0,0.0,4.01,4.01,
053450,Santa Barbara,2017,,,,3.58,,
054826,Merced,2022,9.0,9.0,0.0,3.52,3.52,
052710,Riverside,2000,9.0,9.0,0.0,,,
004462,Merced,2025,31.0,23.0,8.0,,,
050109,Irvine,2003,37.0,22.0,15.0,3.71,3.89,3.4460000000000006
050215,Irvine,2012,32.0,18.0,14.0,,,
053343,Santa Barbara,2008,115.0,62.0,53.0,3.6,3.88,3.272452830188679
053381,Davis,2013,17.0,,,3.67,,
053272,Davis,2000,38.0,24.0,14.0,3.76,3.92,3.4857142857142853
052660,Berkeley,2019,6.0,,,3.78,,
050130,Santa Barbara,2020,326.0,123.0,203.0,3.85,4.17,3.656108374384237
053303,Davis,1999,14.0,10.0,4.0,3.88,4.03,3.504999999999999
053205,San Diego,2000,10.0,3.0,7.0,,,
052248,Merced,2024,8.0,8.0,0.0,3.6,3.6,
052390,Universitywide,2016,33.0,17.0,16.0,3.32,3.76,2.8524999999999996
050871,San Diego,2025,50.0,12.0,38.0,3.91,4.26,3.7994736842105263
052017,Irvine,2012,8.0,5.0,3.0,3.87,4.26,3.220000000000001
052894,Irvine,2008,22.0,12.0,10.0,3.77,3.95,3.5539999999999994
051058,Berkeley,2012,14.0,,,,,
050662,Santa Cruz,2012,34.0,22.0,12.0,,,
004930,San Diego,1995,6.0,6.0,0.0,,,
050467,Santa Barbara,1999,8.0,,,,,
050500,San Diego,1995,21.0,15.0,6.0,3.83,4.06,3.2550000000000026
051347,Santa Barbara,2020,42.0,21.0,21.0,3.82,4.16,3.48
051680,Los Angeles,1995,50.0,12.0,38.0,3.41,3.68,3.3247368421052634
052310,Los Angeles,2001,13.0,4.0,9.0,3.66,,
050060,Davis,2013,9.0,4.0,5.0,,,
053082,Davis,2006,16.0,9.0,7.0,3.84,3.99,3.6471428571428564
053532,Davis,2003,46.0,15.0,31.0,3.52,3.92,3.3264516129032256
054444,Irvine,2014,18.0,6.0,12.0,3.6,4.16,3.32
052117,Riverside,2013,33.0,25.0,8.0,3.56,3.74,2.9975000000000005
051356,Irvine,2022,35.0,6.0,29.0,,,
050093,Davis,1994,16.0,11.0,5.0,3.79,4.01,3.306
052279,Universitywide,1997,95.0,85.0,10.0,3.66,3.71,3.2349999999999968
053436,Davis,2021,42.0,14.0,28.0,3.66,4.05,3.4650000000000003
053585,Santa Barbara,1999,5.0,,,,,
050449,Berkeley,2015,34.0,12.0,22.0,,,
052308,Santa Barbara,2018,26.0,4.0,22.0,3.77,,
051590,Santa Cruz,2007,26.0,20.0,6.0,3.23,3.31,2.9633333333333334
004747,Irvine,1994,197.0,134.0,63.0,,,
050583,Santa Cruz,2009,5.0,3.0,2.0,3.44,,
051520,Davis,2017,13.0,7.0,6.0,3.68,3.96,3.353333333333334
052636,Merced,2009,10.0,8.0,2.0,3.45,3.6,2.8499999999999996
050350,Los Angeles,2004,,,,3.59,,
004584,Riverside,1994,109.0,83.0,26.0,,,
053879,Riverside,2012,22.0,11.0,11.0,3.57,3.79,3.3499999999999996
004409,Santa Barbara,2015,16.0,6.0,10.0,,,
004655,San Diego,2008,14.0,9.0,5.0,,,
054159,Irvine,2008,33.0,19.0,14.0,3.6,3.92,3.165714285714285
051247,Santa Barbara,2003,14.0,8.0,6.0,3.43,3.6,3.2033333333333336
004226,Berkeley,2016,42.0,10.0,32.0,,,
052297,Irvine,2023,60.0,13.0,47.0,3.83,4.18,3.7331914893617024
050940,San Diego,2019,84.0,19.0,65.0,3.87,4.22,3.7676923076923075
052298,San Diego,2005,10.0,6.0,4.0,3.81,4.09,3.3900000000000006
050735,Davis,2005,7.0,6.0,1.0,3.52,3.54,3.3999999999999986
053222,Santa Cruz,2023,63.0,37.0,26.0,3.82,3.99,3.578076923076923
050652,Riverside,2019,73.0,12.0,61.0,3.26,3.85,3.143934426229508
053420,Los Angeles,1999,15.0,8.0,7.0,3.86,3.95,3.7571428571428567
050855,Irvine,2002,6.0,3.0,3.0,3.4,,
004061,Santa Barbara,2018,87.0,57.0,30.0,,,
051730,Irvine,2025,42.0,13.0,29.0,,,
051925,San Diego,2019,10.0,,,3.97,,
052748,San Diego,2022,13.0,,,,,
054247,Riverside,2023,15.0,9.0,6.0,3.66,3.89,3.3150000000000013
051605,Santa Cruz,2016,9.0,,,3.4,,
053106,Riverside,2006,25.0,22.0,3.0,3.38,3.49,2.573333333333333
051953,San Diego,1999,13.0,6.0,7.0,3.83,4.09,3.607142857142857
053039,Universitywide,2014,61.0,44.0,17.0,,,
053258,Los Angeles,2019,41.0,6.0,35.0,3.61,4.06,3.5328571428571425
004692,Santa Barbara,1995,75.0,58.0,17.0,,,
051313,Irvine,2015,207.0,77.0,130.0,3.77,4.17,3.5330769230769232
050637,Berkeley,2024,10.0,,,4.0,,
052061,Santa Barbara,2014,23.0,15.0,8.0,3.89,4.01,3.665
052536,Los Angeles,1997,86.0,35.0,51.0,3.76,4.05,3.560980392156862
050722,Los Angeles,1997,67.0,13.0,54.0,3.64,4.08,3.534074074074074
053372,Santa Cruz,2014,17.0,12.0,5.0,3.72,3.91,3.2640000000000002
053086,Los Angeles,2001,,,,3.89,,
050925,Santa Barbara,2006,50.0,32.0,18.0,3.77,3.94,3.467777777777778
050663,Berkeley,2009,20.0,7.0,13.0,3.94,4.1,3.853846153846154
052175,Irvine,2015,5.0,3.0,2.0,3.84,,
050658,Berkeley,2022,103.0,10.0,93.0,4.07,4.26,4.0495698924731185
050725,San Diego,1998,64.0,28.0,36.0,3.63,3.95,3.3811111111111107
053142,Riverside,2021,33.0,25.0,8.0,,,
054429,Davis,2013,12.0,4.0,8.0,3.88,,
052664,Universitywide,2014,99.0,50.0,49.0,3.39,3.79,2.9818367346938777
051349,Santa Barbara,2011,34.0,10.0,24.0,,,
052380,Merced,2008,10.0,10.0,0.0,,,
051788,Santa Cruz,2012,18.0,6.0,12.0,3.29,3.84,3.015
050650,Berkeley,2011,13.0,,,3.28,,
053722,Universitywide,2005,58.0,47.0,11.0,3.43,3.54,2.9600000000000004
050804,Riverside,1994,8.0,6.0,2.0,,,
052082,San Diego,2005,30.0,10.0,20.0,,,
050077,Berkeley,2025,45.0,3.0,42.0,3.95,,
050210,Santa Cruz,2016,16.0,5.0,11.0,3.64,4.18,3.394545454545455
051576,Riverside,2017,58.0,23.0,35.0,3.34,3.66,3.1297142857142854
052615,Davis,2002,17.0,12.0,5.0,3.7,3.99,3.0040000000000004
004004,Davis,2009,229.0,178.0,51.0,,,
053801,Universitywide,1999,148.0,116.0,32.0,3.58,3.71,3.1087500000000006
051175,Davis,1999,5.0,4.0,1.0,3.81,,
052694,Berkeley,2007,84.0,18.0,66.0,3.84,4.2,3.7418181818181817
053425,Los Angeles,2015,24.0,,,3.45,,
050970,Los Angeles,1994,96.0,72.0,24.0,3.92,4.08,3.44
050224,Santa Cruz,2004,6.0,4.0,2.0,3.74,,
052037,Universitywide,2007,88.0,76.0,12.0,3.46,3.55,2.8900000000000006
052658,Santa Cruz,2023,13.0,6.0,7.0,3.53,4.03,3.1014285714285714
050275,Universitywide,2018,52.0,23.0,29.0,,,
050675,Santa Cruz,2001,7.0,5.0,2.0,3.38,3.74,2.4799999999999986
051972,Santa Barbara,2022,119.0,23.0,96.0,4.02,4.33,3.9457291666666663
053092,Davis,1994,21.0,16.0,5.0,3.66,3.75,3.372
052694,Irvine,2020,119.0,42.0,77.0,3.87,4.12,3.733636363636364
053234,Universitywide,1999,149.0,129.0,20.0,3.75,3.84,3.169500000000002
004486,San Diego,2010,28.0,18.0,10.0,,,
050475,Santa Barbara,1997,24.0,17.0,7.0,3.47,3.67,2.9842857142857144
052133,Davis,2017,23.0,7.0,16.0,,,
052475,Berkeley,2004,30.0,6.0,24.0,3.7,4.16,3.5849999999999995
050784,Irvine,2002,11.0,9.0,2.0,3.97,4.09,3.4299999999999997
004591,Merced,2023,6.0,3.0,3.0,,,
004602,Berkeley,2025,157.0,38.0,119.0,,,
051476,Los Angeles,2012,68.0,12.0,56.0,3.84,4.29,3.7435714285714283
053815,Santa Cruz,2020,22.0,14.0,8.0,3.88,4.09,3.5125
052128,Merced,2005,30.0,27.0,3.0,3.35,3.4,2.900000000000001
053958,Santa Cruz,2014,17.0,7.0,10.0,3.57,3.74,3.4509999999999996
054364,Merced,2017,14.0,10.0,4.0,3.48,3.62,3.129999999999999
053503,Santa Cruz,1995,24.0,18.0,6.0,3.42,3.64,2.7600000000000002
051870,Santa Barbara,2019,9.0,3.0,6.0,3.36,,
053340,Santa Barbara,2023,26.0,12.0,14.0,4.08,4.28,3.9085714285714284
050703,Berkeley,2010,15.0,4.0,11.0,3.8,,
053053,Los Angeles,2008,25.0,,,,,
054103,Santa Barbara,2022,47.0,6.0,41.0,,,
051028,San Diego,2016,64.0,21.0,43.0,3.68,4.02,3.5139534883720938
004100,Universitywide,2002,35.0,28.0,7.0,,,
052971,Berkeley,2025,31.0,6.0,25.0,,,
052401,Santa Cruz,2005,23.0,18.0,5.0,3.5,3.63,3.031999999999999
051268,Merced,2017,19.0,11.0,8.0,3.15,3.3,2.9437500000000005
050155,Riverside,2019,39.0,15.0,24.0,3.57,3.92,3.35125
055037,Riverside,2024,5.0,5.0,0.0,,,
053685,Santa Barbara,2024,23.0,11.0,12.0,3.82,4.13,3.535833333333333
052665,San Diego,2002,65.0,27.0,38.0,3.61,4.0,3.3328947368421056
054055,Davis,2014,11.0,3.0,8.0,3.44,,
053565,San Diego,2006,13.0,8.0,5.0,3.74,3.88,3.516000000000001
054121,Universitywide,2013,,,,3.35,3.56,
050771,Los Angeles,2002,54.0,17.0,37.0,3.75,4.03,3.6213513513513518
051244,San Diego,2000,12.0,3.0,9.0,,,
052984,Berkeley,2025,9.0,,,,,
053330,Santa Cruz,1994,23.0,21.0,2.0,3.52,3.56,3.0999999999999943
053893,Irvine,2013,13.0,7.0,6.0,3.65,3.97,3.2766666666666655
052282,Universitywide,2013,164.0,115.0,49.0,3.65,3.78,3.3448979591836743
051352,Los Angeles,2013,59.0,10.0,49.0,3.85,4.24,3.770408163265306
052843,Riverside,1998,5.0,3.0,2.0,,,
051554,Riverside,2011,11.0,3.0,8.0,,,
051010,Universitywide,2020,87.0,63.0,24.0,3.86,3.97,3.571249999999999
004994,Irvine,1999,5.0,3.0,2.0,,,
054869,Santa Cruz,2020,22.0,8.0,14.0,3.66,4.02,3.454285714285715
050245,Santa Cruz,2007,25.0,21.0,4.0,3.59,3.61,3.4849999999999994
052902,San Diego,2017,25.0,9.0,16.0,3.68,4.02,3.4887500000000005
052880,Berkeley,2017,22.0,7.0,15.0,,,
052172,Berkeley,2021,45.0,10.0,35.0,3.87,4.22,3.7700000000000005
050973,Davis,2005,42.0,29.0,13.0,3.96,4.13,3.5807692307692305
054199,Los Angeles,2011,32.0,3.0,29.0,3.72,,
051230,Davis,2020,24.0,3.0,21.0,3.57,,
051311,Santa Cruz,2024,17.0,12.0,5.0,,,
051300,Irvine,2009,19.0,6.0,13.0,,,
004591,Santa Barbara,1996,39.0,33.0,6.0,,,
052015,Santa Barbara,1998,5.0,3.0,2.0,3.74,,
054072,Merced,2014,7.0,5.0,2.0,3.44,3.64,2.9399999999999995
052867,Irvine,2003,35.0,24.0,11.0,3.72,3.82,3.501818181818184
053400,Berkeley,2014,46.0,12.0,34.0,4.05,4.28,3.9688235294117646
054439,Irvine,2023,17.0,3.0,14.0,3.98,,
052622,San Diego,1996,10.0,4.0,6.0,3.57,,
053061,Los Angeles,1999,14.0,10.0,4.0,,,
052278,Santa Cruz,2025,7.0,6.0,1.0,,,
053404,Davis,2014,21.0,5.0,16.0,3.48,3.84,3.3674999999999997
052637,Berkeley,1994,14.0,,,,,
053343,San Diego,2021,229.0,40.0,189.0,3.92,4.23,3.854391534391534
054258,Irvine,2019,,,,3.51,,
053215,Berkeley,2004,39.0,9.0,30.0,,,
051028,Riverside,2008,36.0,31.0,5.0,3.46,3.53,3.026000000000002
052637,Irvine,2007,12.0,10.0,2.0,,,
004295,Los Angeles,2014,773.0,246.0,527.0,,,
050927,Santa Cruz,2013,19.0,12.0,7.0,3.7,4.03,3.134285714285714
052172,Universitywide,2009,68.0,65.0,3.0,3.64,3.68,2.773333333333331
052515,Los Angeles,2021,21.0,,,3.94,,
052275,Santa Barbara,2012,39.0,19.0,20.0,3.57,3.81,3.3419999999999996
053608,Riverside,2025,71.0,65.0,6.0,3.9,3.98,3.0333333333333314
004046,Berkeley,2006,32.0,12.0,20.0,,,
053215,Irvine,2017,23.0,4.0,19.0,,,
052553,Irvine,2015,14.0,6.0,8.0,3.83,4.19,3.5600000000000005
052665,Riverside,1994,68.0,56.0,12.0,,,
050924,Irvine,2020,21.0,,,3.66,,
052620,Riverside,2009,45.0,35.0,10.0,3.4,3.54,2.9099999999999993
052772,Riverside,2019,24.0,14.0,10.0,,,
053670,Riverside,1994,5.0,4.0,1.0,,,
053435,Merced,2009,19.0,17.0,2.0,,,
053755,Berkeley,2006,17.0,3.0,14.0,3.49,,
053280,Merced,2004,12.0,,,3.4,,
053585,San Diego,2012,6.0,4.0,2.0,,,
050704,Irvine,2020,68.0,19.0,49.0,3.87,4.15,3.7614285714285716
004391,Berkeley,2018,138.0,32.0,106.0,,,
053199,Universitywide,2021,,,,3.84,,
051628,Los Angeles,2010,28.0,10.0,18.0,,,
050600,Santa Cruz,2005,15.0,10.0,5.0,,,
052053,Davis,2015,21.0,3.0,18.0,,,
050893,Universitywide,2023,478.0,351.0,127.0,3.99,4.04,3.8518110236220475
051153,Merced,2012,20.0,12.0,8.0,3.22,3.42,2.920000000000001
053305,Irvine,1996,5.0,4.0,1.0,3.71,,
051247,San Diego,2016,17.0,6.0,11.0,3.65,4.15,3.3772727272727265
053088,Riverside,2003,13.0,10.0,3.0,,,
053975,Santa Barbara,2017,29.0,4.0,25.0,3.42,,
053133,Davis,2012,8.0,,,3.71,,
053843,Berkeley,2023,30.0,9.0,21.0,3.97,4.21,3.8671428571428574
053550,Davis,2002,9.0,8.0,1.0,4.0,4.05,3.6000000000000014
051359,Los Angeles,2008,40.0,3.0,37.0,3.44,,
053343,Riverside,2013,52.0,39.0,13.0,3.49,3.61,3.130000000000002
053676,San Diego,1997,97.0,48.0,49.0,3.68,3.92,3.4448979591836744
051719,Santa Cruz,2007,30.0,19.0,11.0,3.23,3.46,2.832727272727274
052728,Santa Cruz,2015,29.0,10.0,19.0,3.55,4.03,3.2973684210526306
051357,Los Angeles,2008,45.0,5.0,40.0,3.42,4.12,3.3325000000000005
051335,Davis,1996,55.0,44.0,11.0,3.6,3.72,3.119999999999999
052837,Los Angeles,2018,29.0,3.0,26.0,3.91,,
050989,Irvine,2010,9.0,4.0,5.0,3.9,,
050423,Santa Cruz,1998,6.0,6.0,0.0,,,
004964,Berkeley,2002,24.0,4.0,20.0,,,
053503,Los Angeles,2016,163.0,30.0,133.0,3.9,4.19,3.8345864661654128
050528,Merced,2016,14.0,9.0,5.0,3.26,3.46,2.9
052951,San Diego,2018,51.0,29.0,22.0,4.11,4.3,3.8595454545454557
050969,Irvine,2013,116.0,40.0,76.0,3.61,4.01,3.3994736842105264
051410,Berkeley,2023,11.0,,,3.67,,
050925,San Diego,2019,30.0,15.0,15.0,3.83,4.1,3.560000000000001
053096,Santa Barbara,2003,32.0,14.0,18.0,3.65,3.95,3.416666666666666
052017,Merced,2016,31.0,27.0,4.0,3.75,3.84,3.142500000000002
12052154,Irvine,2015,,,,3.45,3.92,
053808,San Diego,2009,37.0,7.0,30.0,3.7,4.09,3.6090000000000004
052295,Santa Cruz,2014,9.0,7.0,2.0,4.12,4.15,4.014999999999997
052881,Berkeley,2013,22.0,,,3.47,,
051815,Davis,2025,13.0,6.0,7.0,3.66,3.85,3.497142857142857
051345,Davis,1996,6.0,6.0,0.0,3.89,3.89,
054940,Irvine,2025,,,,3.65,,
051779,Universitywide,2017,46.0,32.0,14.0,3.56,3.63,3.3999999999999995
051362,Santa Cruz,2016,24.0,13.0,11.0,,,
053425,Santa Cruz,2021,25.0,14.0,11.0,3.53,3.85,3.122727272727273
053163,Davis,1995,64.0,44.0,20.0,3.68,3.86,3.2840000000000003
051220,Santa Barbara,2009,75.0,32.0,43.0,3.71,3.98,3.50906976744186
050985,Santa Barbara,2003,10.0,8.0,2.0,3.85,3.89,3.6899999999999995
052773,Riverside,2015,107.0,50.0,57.0,3.47,3.88,3.1103508771929826
053973,Los Angeles,2019,25.0,5.0,20.0,,,
051140,Davis,2005,12.0,9.0,3.0,3.61,3.73,3.25
052730,Irvine,2006,52.0,26.0,26.0,3.46,3.72,3.1999999999999997
052085,Los Angeles,2010,55.0,12.0,43.0,3.88,4.26,3.773953488372093
054255,Santa Cruz,2022,21.0,7.0,14.0,3.78,3.93,3.704999999999999
051410,Universitywide,2011,16.0,14.0,2.0,3.9,3.92,3.7600000000000016
050666,Merced,2006,32.0,29.0,3.0,3.47,3.51,3.083333333333338
051145,Los Angeles,2001,36.0,11.0,25.0,3.66,4.07,3.479599999999999
051677,Santa Barbara,2000,28.0,11.0,17.0,3.58,3.8,3.43764705882353
051910,Santa Barbara,2008,6.0,6.0,0.0,3.9,3.9,
050093,San Diego,2025,71.0,18.0,53.0,3.87,4.24,3.744339622641509
054181,Los Angeles,2012,51.0,10.0,41.0,3.91,4.32,3.8099999999999996
052533,San Diego,1995,87.0,45.0,42.0,3.59,3.87,3.2899999999999996
004314,Irvine,2020,368.0,181.0,187.0,,,
053682,Universitywide,2009,71.0,47.0,24.0,3.51,3.86,2.824583333333333
052814,Davis,2024,76.0,26.0,50.0,3.95,4.21,3.8148
053533,San Diego,2008,17.0,,,3.66,,
050499,Santa Barbara,2024,11.0,4.0,7.0,,,
051915,Universitywide,2004,57.0,44.0,13.0,3.66,3.81,3.1523076923076916
051161,Irvine,2015,24.0,10.0,14.0,3.61,3.87,3.424285714285714
053130,Universitywide,2008,52.0,43.0,9.0,3.79,3.89,3.3122222222222226
053739,Davis,2013,20.0,8.0,12.0,3.56,4.03,3.2466666666666666
050218,Santa Barbara,2003,13.0,9.0,4.0,3.57,3.78,3.0975
052620,Berkeley,1996,14.0,3.0,11.0,3.57,,
050475,San Diego,2010,31.0,17.0,14.0,4.04,4.31,3.712142857142857
052772,Berkeley,2006,9.0,3.0,6.0,,,
052274,Santa Cruz,2003,8.0,8.0,0.0,3.77,3.77,
052688,Riverside,2015,5.0,3.0,2.0,3.67,,
053065,Riverside,2024,6.0,4.0,2.0,3.57,,
051430,Universitywide,2024,49.0,46.0,3.0,3.86,3.9,3.2466666666666604
053158,San Diego,1997,114.0,51.0,63.0,3.57,3.94,3.27047619047619
054630,San Diego,1998,28.0,15.0,13.0,,,
004747,Universitywide,2023,799.0,613.0,186.0,,,
004314,Universitywide,1995,248.0,200.0,48.0,,,
004002,Irvine,2020,81.0,29.0,52.0,,,
051710,Riverside,2007,5.0,4.0,1.0,,,
052425,San Diego,2001,21.0,8.0,13.0,3.74,4.07,3.536923076923077
050157,Santa Cruz,2000,7.0,6.0,1.0,,,
050495,Santa Cruz,2012,5.0,4.0,1.0,3.83,,
052770,San Diego,1995,12.0,6.0,6.0,3.6,3.91,3.2900000000000005
051569,Santa Barbara,2000,35.0,16.0,19.0,3.31,3.73,2.9563157894736847
054849,Berkeley,2022,,,,3.99,,
050118,Merced,2016,13.0,11.0,2.0,3.61,3.73,2.9499999999999993
004931,Berkeley,2019,98.0,20.0,78.0,,,
050771,Santa Cruz,2008,12.0,3.0,9.0,3.06,,
053962,Davis,2024,,,,3.98,,
052392,Universitywide,2020,100.0,60.0,40.0,,,
052563,Riverside,2004,30.0,23.0,7.0,,,
050581,Merced,2006,13.0,13.0,0.0,3.66,3.66,
051335,Santa Barbara,2014,96.0,42.0,54.0,3.83,4.16,3.5733333333333337
051330,Irvine,1998,8.0,5.0,3.0,,,
052660,Santa Barbara,2009,5.0,4.0,1.0,3.93,,
052896,Los Angeles,2011,103.0,25.0,78.0,,,
050573,Irvine,2018,31.0,5.0,26.0,3.59,4.08,3.49576923076923
053125,Universitywide,1994,30.0,25.0,5.0,3.67,3.7,3.5199999999999987
004056,Universitywide,2011,11.0,8.0,3.0,,,
053300,Riverside,2016,54.0,32.0,22.0,3.45,3.66,3.144545454545455
050100,Los Angeles,2018,10.0,,,3.96,,
052192,Irvine,2004,10.0,8.0,2.0,,,
004051,Santa Cruz,2002,11.0,7.0,4.0,,,
051580,Merced,2013,13.0,9.0,4.0,3.39,3.53,3.075
052885,Universitywide,1999,68.0,48.0,20.0,3.49,3.75,2.866000000000001
052320,Santa Barbara,2019,43.0,12.0,31.0,3.82,4.17,3.684516129032258
053216,San Diego,2010,,,,3.62,,
051060,Santa Cruz,2001,21.0,18.0,3.0,3.46,3.57,2.800000000000002
052269,Berkeley,2024,55.0,9.0,46.0,,,
052575,Santa Cruz,2024,12.0,6.0,6.0,3.58,4.11,3.0499999999999994
053310,Irvine,2005,16.0,9.0,7.0,,,
050628,San Diego,2022,117.0,16.0,101.0,4.01,4.26,3.97039603960396
050710,Riverside,2025,6.0,6.0,0.0,4.12,4.12,
053570,Davis,2001,14.0,8.0,6.0,3.59,3.75,3.3766666666666665
050714,Los Angeles,2012,73.0,8.0,65.0,3.86,4.24,3.8132307692307688
050974,Santa Barbara,2022,338.0,72.0,266.0,4.07,4.37,3.988796992481203
051271,Merced,2022,48.0,47.0,1.0,3.9,3.92,2.9599999999999795
050656,Universitywide,2004,98.0,69.0,29.0,,,
050724,Merced,2008,9.0,8.0,1.0,,,
052085,Universitywide,2006,68.0,62.0,6.0,3.82,3.88,3.199999999999998
053787,Davis,2016,39.0,17.0,22.0,3.77,4.1,3.5150000000000006
002830,Merced,2024,28.0,15.0,13.0,,,
053378,Universitywide,2014,12.0,9.0,3.0,,,
051958,San Diego,2006,77.0,32.0,45.0,3.79,4.07,3.5908888888888884
052953,Universitywide,1994,11.0,10.0,1.0,,,
052015,San Diego,2011,29.0,15.0,14.0,3.86,4.16,3.538571428571428
004591,San Diego,2009,18.0,10.0,8.0,,,
051479,Berkeley,2008,34.0,13.0,21.0,3.79,4.11,3.5919047619047624
050514,Santa Barbara,2021,,,,3.9,,
050659,Irvine,1996,10.0,8.0,2.0,3.61,3.75,3.0500000000000007
052029,Santa Barbara,2012,57.0,8.0,49.0,3.3,3.65,3.242857142857143
053499,Universitywide,1998,68.0,59.0,9.0,3.62,3.76,2.7022222222222245
051479,Irvine,2021,55.0,31.0,24.0,3.79,4.08,3.415416666666666
004101,Universitywide,2009,213.0,162.0,51.0,,,
051350,Santa Cruz,2010,22.0,11.0,11.0,3.61,4.0,3.22
050220,Irvine,2020,14.0,,,3.78,,
054249,Los Angeles,2017,17.0,,,3.43,,
052145,Universitywide,2007,162.0,144.0,18.0,3.66,3.71,3.2600000000000033
052129,Santa Barbara,2011,22.0,14.0,8.0,3.62,3.88,3.165
007587,Riverside,2011,21.0,12.0,9.0,,,
050692,Santa Cruz,2003,17.0,15.0,2.0,3.64,3.64,3.6400000000000006
050438,Universitywide,2000,96.0,78.0,18.0,3.64,3.75,3.163333333333333
052275,San Diego,2025,54.0,20.0,34.0,3.84,4.21,3.62235294117647
051975,Berkeley,1996,31.0,14.0,17.0,3.73,3.98,3.5241176470588234
004501,Los Angeles,1998,16.0,4.0,12.0,,,
050805,San Diego,2010,22.0,8.0,14.0,3.64,4.09,3.382857142857143
006507,Berkeley,2016,180.0,44.0,136.0,,,
052946,Berkeley,2013,8.0,,,,,
053410,Berkeley,2017,106.0,27.0,79.0,3.95,4.23,3.8543037974683547
051423,Santa Cruz,2004,24.0,18.0,6.0,3.7,3.77,3.490000000000002
053665,Universitywide,2003,56.0,51.0,5.0,3.72,3.79,3.006000000000006
051360,Universitywide,2013,113.0,70.0,43.0,3.66,3.92,3.236744186046513
051672,Santa Barbara,2017,48.0,8.0,40.0,3.55,4.13,3.4339999999999997
053775,Santa Barbara,2011,7.0,6.0,1.0,3.91,4.02,3.2500000000000036
004027,Davis,1995,11.0,10.0,1.0,,,
004655,Los Angeles,1996,5.0,3.0,2.0,,,
053212,Los Angeles,1996,25.0,9.0,16.0,,,
051985,San Diego,1995,10.0,7.0,3.0,3.85,4.14,3.1733333333333342
053077,Riverside,2003,15.0,14.0,1.0,,,
054092,Los Angeles,2023,33.0,4.0,29.0,3.81,,
052782,Universitywide,2022,46.0,27.0,19.0,3.6,3.89,3.187894736842105
053904,Universitywide,2012,45.0,22.0,23.0,3.5,3.71,3.2991304347826085
050320,San Diego,2009,151.0,60.0,91.0,3.7,4.0,3.5021978021978026
050819,Irvine,2023,9.0,3.0,6.0,3.99,,
054250,Santa Barbara,2025,28.0,12.0,16.0,3.85,4.17,3.61
051440,Davis,2022,51.0,16.0,35.0,3.87,4.18,3.7282857142857146
051271,Santa Barbara,1995,58.0,52.0,6.0,3.49,3.55,2.9700000000000037
050160,Universitywide,2014,28.0,22.0,6.0,3.54,3.67,3.063333333333335
050963,Santa Barbara,2018,56.0,13.0,43.0,3.6,4.07,3.457906976744186
050402,Merced,2021,9.0,9.0,0.0,,,
051514,Riverside,2010,12.0,12.0,0.0,,,
052967,Santa Cruz,2002,51.0,50.0,1.0,,,
053014,Universitywide,2010,17.0,13.0,4.0,3.8,3.96,3.2799999999999994
053512,Santa Barbara,2012,62.0,27.0,35.0,,,
004958,Riverside,2024,55.0,34.0,21.0,,,
050806,Universitywide,2024,108.0,64.0,44.0,3.86,3.98,3.6854545454545455
050912,Santa Barbara,1997,33.0,21.0,12.0,3.56,3.73,3.2625000000000006
050651,Merced,2023,19.0,19.0,0.0,3.68,3.68,
052696,San Diego,2019,122.0,28.0,94.0,3.75,4.11,3.642765957446808
050927,Santa Barbara,2015,14.0,3.0,11.0,3.76,,
053381,Berkeley,2016,20.0,3.0,17.0,3.89,,
052274,Los Angeles,2024,63.0,5.0,58.0,3.78,4.32,3.733448275862069
054406,Santa Barbara,2016,34.0,10.0,24.0,3.9,4.18,3.783333333333333
052850,Riverside,1996,10.0,6.0,4.0,,,
053675,Santa Cruz,2023,16.0,9.0,7.0,3.85,4.14,3.4771428571428578
051899,Berkeley,2008,14.0,,,3.68,,
052862,Los Angeles,1997,75.0,28.0,47.0,3.79,4.02,3.6529787234042552
053272,Berkeley,2003,72.0,22.0,50.0,4.0,4.25,3.89
050579,Irvine,2010,63.0,30.0,33.0,3.78,4.03,3.5527272727272723
053300,Berkeley,2003,21.0,4.0,17.0,3.66,,
051290,Universitywide,2008,12.0,9.0,3.0,3.57,3.7,3.1799999999999975
052892,Santa Cruz,2003,12.0,7.0,5.0,3.17,3.31,2.9739999999999993
004494,Irvine,2019,656.0,349.0,307.0,,,
051168,Santa Barbara,2016,7.0,,,3.14,,
052238,Riverside,1995,10.0,7.0,3.0,,,
052501,Berkeley,2021,16.0,4.0,12.0,3.76,,
051130,Universitywide,2003,32.0,29.0,3.0,3.68,3.75,3.003333333333335
052435,Universitywide,1998,70.0,57.0,13.0,,,
053303,Irvine,2015,42.0,16.0,26.0,3.82,4.26,3.5492307692307694
004726,Davis,2017,52.0,26.0,26.0,,,
050805,Riverside,2002,10.0,5.0,5.0,,,
051465,Santa Cruz,2017,21.0,10.0,11.0,3.45,3.76,3.168181818181819
052867,Merced,2007,22.0,20.0,2.0,3.38,3.44,2.780000000000001
